chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr1	101331535	101331536	rs12048904	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	EXTL2, VCAM1	1.09	4E-8	TCONS_00001058	159835	intergenic	EXTL2	-6391	intergenic
chr1	101331535	101331536	rs12048904	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	EXTL2	1.09	4E-8	TCONS_00001058	159835	intergenic	EXTL2	-6391	intergenic
chr1	101407518	101407519	rs11581062	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	SLC30A7, VCAM1	1.12	3E-10	TCONS_00001078;TCONS_00002106;TCONS_00001079	-208589;-208589;-208589	intergenic;intergenic;intergenic	SLC30A7	0	intron
chr1	101551925	101551926	rs17410015	Genomewide pharmacogenomic study of metabolic side effects to antipsychotic drugs.	Response to antipsychotic treatment	Intergenic	NR	2E-6	TCONS_00002106;TCONS_00001078;TCONS_00001079	-64182;-64182;-64182	intergenic;intergenic;intergenic	DPH5	60563	intergenic
chr1	101938476	101938477	rs1948368	Collaborative genome-wide association analysis supports a role for ANK3 and CACNA1C in bipolar disorder.	Bipolar disorder	NR	1.15	6E-6	TCONS_00000263	82617	intergenic	RNU6-6	132025	intergenic
chr1	103133908	103133909	rs10874639	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	COL11A1	NR	3E-6	TCONS_00001082	-8418	intergenic	COL11A1	-208113	intergenic
chr1	103379917	103379918	rs3753841	Genome-wide association analyses identify three new susceptibility loci for primary angle closure glaucoma.	Glaucoma (primary open-angle)	COL11A1	1.20	9E-10	TCONS_00000591	60519	intergenic	COL11A1	0	cds
chr1	104852737	104852738	rs10881542	Genome-wide association analyses identify three new susceptibility loci for primary angle closure glaucoma.	Glaucoma (primary open-angle)	NR	1.18	2E-6	TCONS_00001083	180254	intergenic	LOC100129138	233044	intergenic
chr1	107336300	107336301	rs12097821	A genome-wide association study in Chinese men identifies three risk loci for non-obstructive azoospermia.	Non-obstructive azoospermia	PRMT6	1.25	6E-10	TCONS_l2_00002120	-24559	intergenic	PRMT6	-262965	intergenic
chr1	107432575	107432576	rs12726652	Genome-wide pharmacogenomic study of neurocognition as an indicator of antipsychotic treatment response in schizophrenia.	Working memory	Intergenic	NR	5E-7	TCONS_l2_00000468	23842	intergenic	PRMT6	-166690	intergenic
chr1	107463642	107463643	rs12125971	Genome-wide association study of intelligence: additive effects of novel brain expressed genes.	Intelligence	PRMT6	6.93	7E-6	TCONS_l2_00000468	54909	intergenic	PRMT6	-135623	intergenic
chr1	107546374	107546375	rs17496332	A genome-wide association meta-analysis of circulating sex hormone-binding globulin reveals multiple Loci implicated in sex steroid hormone regulation.	Sex hormone-binding globulin levels	PRMT6	.03	2E-7	TCONS_l2_00000468	137641	intergenic	PRMT6	-52891	intergenic
chr1	107546374	107546375	rs17496332	A genome-wide association meta-analysis of circulating sex hormone-binding globulin reveals multiple Loci implicated in sex steroid hormone regulation.	Sex hormone-binding globulin levels	PRMT6	.03	1E-11	TCONS_l2_00000468	137641	intergenic	PRMT6	-52891	intergenic
chr1	107577831	107577832	rs4118325	Genomewide association study of a rapid progression cohort identifies new susceptibility alleles for AIDS (ANRS Genomewide Association Study 03).	AIDS	Intergenic	4.17	6E-7	TCONS_l2_00000468	169098	intergenic	PRMT6	-21434	intergenic
chr1	107830857	107830858	rs10494067	A genome-wide association study on common SNPs and rare CNVs in anorexia nervosa.	Anorexia nervosa	NTNG1	NR	6E-6	TCONS_l2_00000468	422124	intergenic	NTNG1	0	intron
chr1	108366015	108366016	rs4915077	Novel associations for hypothyroidism include known autoimmune risk loci.	Hypothyroidism	VAV3	1.30	8E-10	TCONS_00001088	-227025	intergenic	VAV3	0	intron
chr1	109817191	109817192	rs7528419	Eight genetic loci associated with variation in lipoprotein-associated phospholipase A2 mass and activity and coronary heart disease: meta-analysis of genome-wide association studies from five community-based studies.	Lipoprotein-associated phospholipase A2 activity and mass	CELSR2	.04	1E-17	TCONS_00001091	60798	intergenic	CELSR2	0	exon+utr3
chr1	109817589	109817590	rs12740374	Genome-wide association study evaluating lipoprotein-associated phospholipase A2 mass and activity at baseline and after rosuvastatin therapy.	Lipoprotein-associated phospholipase A2 activity and mass	SORT1	.03	2E-22	TCONS_00001091	61196	intergenic	CELSR2	0	exon+utr3
chr1	109817589	109817590	rs12740374	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Coronary heart disease	CELSR2	.18	9E-29	TCONS_00001091	61196	intergenic	CELSR2	0	exon+utr3
chr1	109817589	109817590	rs12740374	Common variants at 30 loci contribute to polygenic dyslipidemia.	LDL cholesterol	CELSR2, PSRC1, SORT1	.23	2E-42	TCONS_00001091	61196	intergenic	CELSR2	0	exon+utr3
chr1	109817837	109817838	rs660240	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	CELSR2	.17	2E-22	TCONS_00001091	61444	intergenic	CELSR2	0	exon+utr3
chr1	109817837	109817838	rs660240	Genetic variants influencing circulating lipid levels and risk of coronary artery disease.	LDL cholesterol	CELSR2	.04	1E-26	TCONS_00001091	61444	intergenic	CELSR2	0	exon+utr3
chr1	109818305	109818306	rs629301	Biological, clinical and population relevance of 95 loci for blood lipids.	LDL cholesterol	CELSR2,PSRC1,SORT1	5.65	1E-170	TCONS_00001091	61912	intergenic	CELSR2	0	exon+utr3
chr1	109818305	109818306	rs629301	Biological, clinical and population relevance of 95 loci for blood lipids.	Cholesterol, total	CELSR2,PSRC1,SORT1	5.41	6E-131	TCONS_00001091	61912	intergenic	CELSR2	0	exon+utr3
chr1	109818529	109818530	rs646776	A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.	Coronary heart disease	CELSR2, PSRC1, SORT1	1.14	6E-10	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Genome-wide screen identifies rs646776 near sortilin as a regulator of progranulin levels in human plasma.	Progranulin levels	SORT1,CELSR2,PSRC1	.18	2E-30	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Genome-wide association of lipid-lowering response to statins in combined study populations.	Response to statin therapy	CELSR2,PSRC1, SORT1	NR	4E-6	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Genome-wide association of early-onset myocardial infarction with single nucleotide polymorphisms and copy number variants.	Myocardial infarction (early onset)	CELSR2, PSRC1, SORT1	1.19	8E-12	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	LDL cholesterol	CELSR2	.16	8E-23	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.	Cholesterol, total	CELSR2	.13	9E-22	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	LDL cholesterol	CELSR2, PSRC1, SORT1	.16	2E-12	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109818529	109818530	rs646776	Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.	LDL cholesterol	CELSR2,PSRC1,SORT1	.16	3E-29	TCONS_00001091	62136	intergenic	CELSR2	151	intergenic
chr1	109822165	109822166	rs599839	Large-scale genome-wide association studies in East Asians identify new genetic loci influencing metabolic traits.	Metabolite levels	CELSR2, PSRC1, SORT1	5.23	2E-19	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	Coronary heart disease	SORT1	1.11	3E-10	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	Genome-wide association study of Lp-PLA(2) activity and mass in the Framingham Heart Study.	Lipoprotein-associated phospholipase A2 activity and mass	PSRC1	5.50	3E-15	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	LDL-cholesterol concentrations: a genome-wide association study.	LDL cholesterol	CELSR2,PSRC1	.16	1E-33	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	Newly identified loci that influence lipid concentrations and risk of coronary artery disease.	LDL cholesterol	CELSR2,PSRC1,SORT1	5.48	6E-33	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	Genome-wide association study identifies genes for biomarkers of cardiovascular disease: serum urate and dyslipidemia.	LDL cholesterol	CELSR2,PSRC1	.95	1E-7	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109822165	109822166	rs599839	Genomewide association analysis of coronary artery disease.	Coronary heart disease	PSRC1	1.29	4E-9	TCONS_00001091	65772	intergenic	PSRC1	-9	intergenic
chr1	109999837	109999838	rs1933182	New loci associated with kidney function and chronic kidney disease.	Chronic kidney disease	SYPL2,ATXN7L2,CYB561D1,PSMA5,AMIGO1,SORT1	.01	1E-7	TCONS_00000270	-139008	intergenic	SYPL2	-9261	intergenic
chr1	110031187	110031188	rs12049330	Genome-wide association study of recurrent early-onset major depressive disorder.	Major depressive disorder	ATXN7L2, SYPL2, CYB561D1	1.44	6E-6	TCONS_00000270	-107658	intergenic	ATXN7L2	0	intron
chr1	110119731	110119732	rs6537837	Genome-wide association study of recurrent early-onset major depressive disorder.	Major depressive disorder	GNAT2, GNAI3, AMPD2	1.43	1E-6	TCONS_00000270	-19114	intergenic	GNAI3	0	intron
chr1	110352476	110352477	rs10494112	Genome-wide association identifies three new susceptibility loci for Paget's disease of bone.	Paget's disease	CSF1, EPS8LS	1.72	7E-35	TCONS_00000271	-18499	intergenic	EPS8L3	45832	intergenic
chr1	110366082	110366083	rs484959	Genome-wide association study identifies variants at CSF1, OPTN and TNFRSF11A as genetic risk factors for Paget's disease of bone.	Paget's disease	CSF1	1.82	5E-24	TCONS_00000271	-4893	intergenic	EPS8L3	59438	intergenic
chr1	110645326	110645327	rs17025426	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Visceral adipose tissue/subcutaneous adipose tissue ratio	UBL4B, FAM40A, SLC6A17, ALX3	NR	2E-6	TCONS_00001092	0	nc_intron	UBL4B	-9734	intergenic
chr1	110770222	110770223	rs958798	A genome-wide association study of self-rated health.	Self-rated health	KCNC4	.03	4E-7	TCONS_00000601	17613	intergenic	KCNC4;KCNC4	0;0	nc_intron;intron
chr1	111033808	111033809	rs4839431	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	Immune reponse to smallpox (secreted IFN-alpha)	CYMP	NR	2E-7	TCONS_l2_00002130;TCONS_l2_00002131	0;0	nc_exon;nc_exon	CYMP	0	nc_exon
chr1	111237684	111237685	rs12061304	Genome-wide association study of panic disorder in the Japanese population.	Panic disorder	Intergenic	NR	1E-6	TCONS_l2_00001442	-153022	intergenic	KCNA3	20029	intergenic
chr1	111417914	111417915	rs2885805	Genome-wide association study does not reveal major genetic determinants for anti-cytomegalovirus antibody response.	Cytomegalovirus antibody response	CD53	.21	5E-6	TCONS_l2_00001442	26362	intergenic	CD53	0	intron+utr5
chr1	111684275	111684276	rs1335645	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	Liver enzyme levels (gamma-glutamyl transferase)	CEPT1, DENND2D	4.30	7E-9	TCONS_l2_00000487	-110125	intergenic	CEPT1	0	intron+utr5
chr1	112192121	112192122	rs494453	An integration of genome-wide association study and gene expression profiling to prioritize the discovery of novel susceptibility Loci for osteoporosis-related traits.	Osteoporosis	RAP1A	NR	4E-8	TCONS_l2_00002598	258425	intergenic	RAP1A	0	intron+utr5
chr1	112392359	112392360	rs12044963	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	Immune reponse to smallpox (secreted IFN-alpha)	KCND3	NR	9E-10	TCONS_00001103	-157182	intergenic	KCND3	0	intron
chr1	112437343	112437344	rs2798334	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Visceral adipose tissue adjusted for BMI	KCND3	NR	1E-6	TCONS_00001103	-112198	intergenic	KCND3	0	intron
chr1	112464375	112464376	rs17029069	A meta-analysis of genome-wide association studies of the electrocardiographic early repolarization pattern.	Cardiac repolarization	KCND3	1.29	8E-6	TCONS_00001103	-85166	intergenic	KCND3	0	intron
chr1	112856569	112856570	rs7555668	Common genetic variation and performance on standardized cognitive tests.	Cognitive performance	RP5-965F6.2	NR	3E-6	TCONS_00001629	170000	intergenic	CTTNBP2NL	-82229	intergenic
chr1	113190806	113190807	rs17030613	Meta-analysis of genome-wide association studies identifies common variants associated with blood pressure variation in east Asians.	Blood pressure	ST7L, CAPZA1	.49	8E-6	TCONS_l2_00000491	-99063	intergenic	CAPZA1	0	intron
chr1	113190806	113190807	rs17030613	Meta-analysis of genome-wide association studies identifies common variants associated with blood pressure variation in east Asians.	Blood pressure	ST7L, CAPZA1	.38	1E-8	TCONS_l2_00000491	-99063	intergenic	CAPZA1	0	intron
chr1	113216542	113216543	rs2932538	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Systolic blood pressure	MOV10	.39	1E-9	TCONS_l2_00000491	-73327	intergenic	MOV10	-504	intergenic
chr1	113216542	113216543	rs2932538	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Hypertension	MOV10	.05	3E-7	TCONS_l2_00000491	-73327	intergenic	MOV10	-504	intergenic
chr1	113216542	113216543	rs2932538	Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk.	Diastolic blood pressure	MOV10	.24	1E-9	TCONS_l2_00000491	-73327	intergenic	MOV10	-504	intergenic
chr1	113216542	113216543	rs2932538	Genome-wide association study identifies six new loci influencing pulse pressure and mean arterial pressure.	Blood pressure	MOV10	.25	8E-6	TCONS_l2_00000491	-73327	intergenic	MOV10	-504	intergenic
chr1	113313562	113313563	rs11590090	Genome-wide association scan of quantitative traits for attention deficit hyperactivity disorder identifies novel associations and confirms candidate gene associations.	Hyperactive-impulsive symptoms	Intergenic	NR	3E-6	TCONS_l2_00000491	21941	intergenic	FAM19A3	43706	intergenic
chr1	114303807	114303808	rs6679677	Novel associations for hypothyroidism include known autoimmune risk loci.	Hypothyroidism	PHTF1, RSBN1, PTPN22	1.36	3E-13	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114303807	114303808	rs6679677	Meta-analysis of genome-wide association study data identifies additional type 1 diabetes risk loci.	Type 1 diabetes	PTPN22	NR	1E-40	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114303807	114303808	rs6679677	Common variants at CD40 and other loci confer risk of rheumatoid arthritis.	Rheumatoid arthritis	PTPN22	1.79	6E-42	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114303807	114303808	rs6679677	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Type 1 diabetes	PTPN22	1.82	5E-26	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114303807	114303808	rs6679677	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	Rheumatoid arthritis	PTPN22	1.98	6E-25	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114303807	114303808	rs6679677	Robust associations of four new chromosome regions from genome-wide analyses of type 1 diabetes.	Type 1 diabetes	PHTF1, PTPN22	1.89	8E-24	TCONS_00000279	-445240	intergenic	RSBN1	-645	intergenic
chr1	114377567	114377568	rs2476601	Risk for myasthenia gravis maps to a (151) Pro&#x02192;Ala change in TNIP1 and to human leukocyte antigen-B*08.	Myasthenia gravis	PTPN22	1.71	8E-10	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Genome-wide association analysis of autoantibody positivity in type 1 diabetes cases.	Type 1 diabetes autoantibodies	PTPN22	2.00	2E-111	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.	Crohn's disease	PTPN22	1.26	4E-9	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	PTPN22	1.94	9E-74	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Variant of TYR and autoimmunity susceptibility loci in generalized vitiligo.	Vitiligo	PTPN22	1.39	1E-7	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.	Rheumatoid arthritis	PTPN22	NR	2E-21	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.	Type 1 diabetes	PTPN22	NR	9E-85	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.	Crohn's disease	PTPN22	1.31	1E-8	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.	Rheumatoid arthritis	PTPN22	1.72	2E-11	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	A genome-wide association study identifies KIAA0350 as a type 1 diabetes gene.	Type 1 diabetes	PTPN22	1.80	1E-7	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114377567	114377568	rs2476601	Robust associations of four new chromosome regions from genome-wide analyses of type 1 diabetes.	Type 1 diabetes	PTPN22	1.98	2E-80	TCONS_00000279	-371480	intergenic	PTPN22	0	cds
chr1	114715583	114715584	rs2774292	A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.	Bipolar disorder and schizophrenia	NR	2.09	3E-6	TCONS_00000279	-33464	intergenic	SYT6	19111	intergenic
chr1	115734090	115734091	rs195204	A quantitative-trait genome-wide association study of alcoholism risk in the community: findings and implications.	Alcoholism (heaviness of drinking)	Intergenic	.10	9E-6	TCONS_00001113	0	nc_intron	NGF	-94445	intergenic
chr1	115875644	115875645	rs4332358	A genome-wide meta-analysis identifies novel loci associated with schizophrenia and bipolar disorder.	Bipolar disorder and schizophrenia	NR	1.26	5E-6	TCONS_00001634	56542	intergenic	NGF	0	intron+utr5
chr1	116310966	116310967	rs4074536	Common variants in 22 loci are associated with QRS duration and cardiac ventricular conduction.	Ventricular conduction	CASQ2	.42	2E-8	TCONS_00000052	-151029	intergenic	CASQ2	0	cds
chr1	117038286	117038287	rs12025416	Modeling the cumulative genetic risk for multiple sclerosis from genome-wide association data.	Multiple sclerosis	CD58	1.45	1E-7	TCONS_l2_00001460	16798	intergenic	CD58	-18868	intergenic
chr1	117100956	117100957	rs1335532	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	CD58	1.22	3E-16	TCONS_l2_00001460	79468	intergenic	CD58;CD58	0;0	nc_intron;intron
chr1	117100956	117100957	rs1335532	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	Multiple sclerosis	CD58	1.28	1E-7	TCONS_l2_00001460	79468	intergenic	CD58;CD58	0;0	nc_intron;intron
chr1	117104214	117104215	rs2300747	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	Multiple sclerosis	CD58	1.37	6E-9	TCONS_l2_00001460	82726	intergenic	CD58;CD58	0;0	nc_intron;intron
chr1	117104214	117104215	rs2300747	Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci.	Multiple sclerosis	CD58	1.30	3E-10	TCONS_l2_00001460	82726	intergenic	CD58;CD58	0;0	nc_intron;intron
chr1	117469780	117469781	rs2806864	Genome-wide association study to identify single nucleotide polymorphisms (SNPs) associated with the development of erectile dysfunction in African-American men after radiotherapy for prostate cancer.	Erectile dysfunction and prostate cancer treatment	PTGFRN	6.42	6E-7	TCONS_00001640	120768	intergenic	PTGFRN	0	intron
chr1	117751364	117751365	rs12046117	Identification of a novel susceptibility locus for juvenile idiopathic arthritis by genome-wide association analysis.	Arthritis (juvenile idiopathic)	VTCN1	1.58	1E-6	TCONS_00000283	-86776	intergenic	VTCN1;VTCN1	0;0	intron;nc_intron
chr1	118855586	118855587	rs9428104	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	SPAG17	.04	6E-23	TCONS_00001117	105958	intergenic	SPAG17	127738	intergenic
chr1	118868404	118868405	rs17038182	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	Intergenic	.30	5E-7	TCONS_00001117	118776	intergenic	SPAG17	140556	intergenic
chr1	118883972	118883973	rs12735613	Genome-wide association analysis identifies 20 loci that influence adult height.	Height	SPAG17	.08	4E-11	TCONS_00001117	134344	intergenic	SPAG17	156124	intergenic
chr1	119503842	119503843	rs984222	Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.	Waist-hip ratio	TBX15, WARS2	.03	9E-25	TCONS_00000618	-39123	intergenic	TBX15	0	intron+utr5
chr1	120257575	120257576	rs477992	Human metabolic individuality in biomedical and pharmaceutical research.	Metabolic traits	PHGDH	.05	3E-14	TCONS_l2_00000538	104758	intergenic	PHGDH	0	intron
chr1	120517958	120517959	rs10923931	Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.	Type 2 diabetes	NOTCH2, ADAM30	1.13	4E-8	TCONS_00001131	-94626	intergenic	NOTCH2	0	intron
chr1	121200489	121200490	rs6600671	Genome-wide association with bone mass and geometry in the Framingham Heart Study.	Hip geometry	Intergenic	NR	6E-7	TCONS_00002147;TCONS_00001132;TCONS_00000289	0;0;0	nc_intron;nc_intron;nc_intron	EMBP1	-60419	intergenic
chr1	121280612	121280613	rs11249433	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	Intergenic	1.16	7E-10	TCONS_00000627	-35130	intergenic	EMBP1	0	nc_intron
chr1	144992180	144992181	rs2863344	Identification of novel germline polymorphisms governing capecitabine sensitivity.	Capecitabine sensitivity	PDE4DIP	NR	2E-6	TCONS_l2_00001501	1247245	intergenic	PDE4DIP	0	intron
chr1	145395603	145395604	rs12091564	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	HFE2	NR	2E-7	TCONS_00000636	-1077894	intergenic	HFE2	-17586	intergenic
chr1	145416055	145416056	rs10218795	Two-marker association tests yield new disease associations for coronary artery disease and hypertension.	Coronary heart disease	HFE2	NR	2E-7	TCONS_00000636	-1057442	intergenic	HFE2;HFE2	0;0	intron;intron+utr5
chr1	145723644	145723645	rs1967017	Multiple genetic loci influence serum urate levels and their relationship with gout and cardiovascular disease risk factors.	Urate levels	PDZK1	3.33	4E-8	TCONS_00000636	-749853	intergenic	PDZK1	-4020	intergenic
chr1	145725688	145725689	rs12129861	Meta-analysis of 28,141 individuals identifies common variants within five new loci that influence uric acid concentrations.	Uric acid levels	PDZK1	.06	3E-9	TCONS_00000636	-747809	intergenic	PDZK1	-1976	intergenic
chr1	146508933	146508934	rs12122100	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	NR	NR	1E-6	TCONS_00000636	33755	intergenic	LOC728989	0	nc_intron
chr1	146560563	146560564	rs11239930	Genome-wide association study implicates PARD3B-based AIDS restriction.	AIDS progression	NBPF14	1.47	2E-6	TCONS_l2_00001503	-5370	intergenic	LOC728989	45964	intergenic
chr1	146854835	146854836	rs4950322	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	CHD1L	NR	7E-7	TCONS_l2_00001507;TCONS_l2_00001506;TCONS_l2_00001505	0;0;0	nc_intron;nc_exon;nc_intron	LINC00624	0	nc_exon
chr1	146854835	146854836	rs4950322	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	CHD1L	NR	2E-7	TCONS_l2_00001507;TCONS_l2_00001506;TCONS_l2_00001505	0;0;0	nc_intron;nc_exon;nc_intron	LINC00624	0	nc_exon
chr1	147226790	147226791	rs1891498	Common genetic variation and performance on standardized cognitive tests.	Cognitive performance	GJA5	NR	9E-6	TCONS_00001668	15851	intergenic	GJA5	-1540	intergenic
chr1	149892871	149892872	rs11205277	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	SF3B4	.05	5E-32	TCONS_00001675	-100130	intergenic	SF3B4	-2336	intergenic
chr1	149892871	149892872	rs11205277	Many sequence variants affecting diversity of adult human height.	Height	Histone class 2A,MTMR11, SV2A, SF3B4	5.10	1E-10	TCONS_00001675	-100130	intergenic	SF3B4	-2336	intergenic
chr1	150860470	150860471	rs7412746	Genome-wide association study identifies a new melanoma susceptibility locus at 1q21.3.	Melanoma	ARNT, SETDB1, LASS2, ANXA9, MCL1, CTSK	1.15	9E-11	TCONS_l2_00001532	951	intergenic	ARNT	11226	intergenic
chr1	150951476	150951477	rs267734	New loci associated with kidney function and chronic kidney disease.	Chronic kidney disease	ANXA9,FAM63A,PRUNE,BNIPL,LASS2,SETDB1	.01	1E-12	TCONS_l2_00001532	91957	intergenic	ANXA9	-3021	intergenic
chr1	150961868	150961869	rs1722784	Genome-wide association study identifies novel loci predisposing to cutaneous melanoma.	Melanoma	ANXA9	1.12	2E-6	TCONS_l2_00001532	102349	intergenic	ANXA9	0	intron
chr1	151895092	151895093	rs10788819	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Hair morphology	AL450992.4	NR	2E-8	TCONS_l2_00001539	-721607	intergenic	THEM4	12731	intergenic
chr1	152037514	152037515	rs3124314	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Hair morphology	AL591893.2	NR	4E-6	TCONS_l2_00001539	-579185	intergenic	TCHHL1	-19104	intergenic
chr1	152062766	152062767	rs17646946	Web-based, participant-driven studies yield novel genetic associations for common traits.	Common traits (Other)	TCHH	.29	2E-42	TCONS_l2_00001539	-553933	intergenic	TCHHL1	1226	intergenic
chr1	152083324	152083325	rs11803731	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Hair morphology	TCHH	6.11	3E-31	TCONS_l2_00001539	-533375	intergenic	TCHH	0	cds
chr1	152300816	152300817	rs3126085	Genome-wide association study identifies two new susceptibility loci for atopic dermatitis in the Chinese Han population.	Atopic dermatitis	FLG	1.22	6E-12	TCONS_l2_00001539	-315883	intergenic	FLG	3137	intergenic
chr1	152316589	152316590	rs3120665	A genome-wide association study of Cloninger's temperament scales: implications for the evolutionary genetics of personality.	Personality dimensions	Intergenic	.14	4E-6	TCONS_l2_00001539	-300110	intergenic	FLG2	-4622	intergenic
chr1	152454590	152454591	rs908922	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Hair morphology	LCE5A	NR	4E-6	TCONS_l2_00001539	-162109	intergenic	LCE5A	-28728	intergenic
